,longtitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,price,prediction
945,-122.0,37.51,7,6352,1390.0,3223,1316,4.9867,<1H OCEAN,181700,213510.0
15315,-117.38,33.2,26,1427,386.0,974,317,1.3903,NEAR OCEAN,184400,168239.0
20622,-121.44,39.0,20,755,147.0,457,157,2.4167,INLAND,67000,84690.0
1325,-121.88,38.02,46,2112,466.0,1249,382,2.5737,INLAND,87000,92749.0
1542,-121.94,37.73,22,1980,291.0,861,290,6.2726,<1H OCEAN,258200,265369.0
5670,-118.31,33.73,52,1642,287.0,692,288,4.1812,NEAR OCEAN,321500,329458.02
16355,-121.32,38.03,25,2474,513.0,1947,524,2.5742,INLAND,98400,98939.0
10272,-117.87,33.87,16,1332,368.0,1534,295,3.0227,<1H OCEAN,297100,246963.0
19921,-119.34,36.32,14,1204,227.0,633,247,3.925,INLAND,83800,89607.0
14153,-117.08,32.77,31,1070,155.0,426,153,6.1628,NEAR OCEAN,219200,255542.04
8179,-118.11,33.8,35,1034,180.0,444,177,5.4602,<1H OCEAN,231600,231564.0
7193,-118.19,34.03,27,1346,340.0,1177,295,1.7995,<1H OCEAN,153400,151310.0
16960,-122.3,37.53,43,1748,366.0,984,371,4.5116,NEAR OCEAN,337800,326534.01
4284,-118.32,34.1,31,622,229.0,597,227,1.5284,<1H OCEAN,200000,209773.0
16728,-120.71,35.5,12,3098,453.0,1433,434,5.2508,<1H OCEAN,292900,283361.0
5637,-118.3,33.75,19,2356,440.0,1291,418,4.2308,<1H OCEAN,416100,344868.0
2406,-119.31,36.62,25,831,230.0,947,244,1.4481,INLAND,51700,51838.0
9323,-122.52,37.97,33,563,194.0,265,169,2.75,NEAR BAY,231300,228881.0
15005,-117.05,32.75,43,1718,344.0,826,336,2.7014,NEAR OCEAN,133700,135171.0
14712,-117.04,32.79,23,2491,350.0,863,348,6.7196,<1H OCEAN,306800,298102.01
1376,-122.12,38.01,42,2225,367.0,864,381,4.1189,NEAR BAY,172400,166070.0
718,-122.09,37.68,43,1415,348.0,569,293,2.5156,NEAR BAY,190900,193518.0
11768,-121.3,38.73,9,5558,1099.0,2717,1043,3.6455,INLAND,139200,135231.0
5317,-118.43,34.06,20,4600,1018.0,1675,932,5.1999,<1H OCEAN,500001,467073.79
18064,-122.03,37.25,34,2892,413.0,903,365,7.8711,<1H OCEAN,500001,495408.94
5434,-118.42,34.01,33,2731,535.0,1280,510,4.7083,<1H OCEAN,420100,400156.01
17619,-121.93,37.27,30,2862,544.0,1387,542,5.1104,<1H OCEAN,278100,282019.0
9835,-121.92,36.63,36,877,175.0,349,168,3.4167,<1H OCEAN,339100,319221.0
13732,-117.19,34.05,52,1949,432.0,767,392,2.5143,INLAND,117600,113219.0
6861,-118.13,34.06,30,1692,398.0,1130,365,2.8672,<1H OCEAN,198500,194173.0
13761,-117.09,34.01,37,106,18.0,27,12,4.0556,INLAND,131300,154734.02
19194,-122.69,38.44,35,1356,241.0,620,216,3.5521,<1H OCEAN,168300,171442.0
2621,-124.05,40.94,14,1452,217.0,516,181,5.0329,NEAR OCEAN,165600,196096.0
1128,-121.61,39.76,31,2431,512.0,1026,427,2.5428,INLAND,85000,83961.0
16737,-122.41,37.7,23,1817,400.0,1376,382,2.4113,NEAR BAY,214200,217675.01
2853,-118.94,35.38,26,4800,831.0,2365,743,3.7533,INLAND,87000,88393.0
3215,-119.64,36.33,41,3095,766.0,1852,721,1.4524,INLAND,51700,52733.0
18700,-122.34,40.58,7,4843,992.0,2223,932,3.0549,INLAND,101700,105047.0
9394,-122.52,37.91,30,4174,739.0,1818,705,5.5951,NEAR BAY,402900,390035.0
9435,-120.02,37.57,17,2116,425.0,909,319,2.7188,INLAND,113100,110015.0
16769,-122.47,37.7,47,737,126.0,370,136,3.775,NEAR OCEAN,281300,284956.0
4040,-118.49,34.16,37,3333,488.0,1171,485,6.4958,<1H OCEAN,500001,479598.8
16285,-121.28,37.92,30,1061,230.0,851,195,2.4412,INLAND,61600,76604.0
4109,-118.39,34.14,34,4624,781.0,1572,719,6.5533,<1H OCEAN,500001,468184.73
16334,-121.36,38.04,4,2477,359.0,1234,377,5.5427,INLAND,162100,169905.0
15396,-117.08,33.23,14,3337,571.0,1385,512,4.15,<1H OCEAN,272200,260960.0
1060,-121.88,39.74,12,14631,3298.0,7517,3262,1.6785,INLAND,153100,132249.0
6571,-118.15,34.19,48,1854,360.0,1126,382,3.2216,<1H OCEAN,161600,174971.0
11132,-117.93,33.85,25,1026,288.0,1646,283,4.2019,<1H OCEAN,163900,168545.0
10163,-117.95,33.89,17,1665,247.0,755,254,6.5764,<1H OCEAN,349000,334683.01
2942,-118.97,35.37,34,1379,333.0,1156,315,1.7197,INLAND,48900,51213.0
11172,-117.98,33.83,32,1133,166.0,523,187,6.213,<1H OCEAN,230800,239734.0
3223,-119.68,36.32,28,1325,276.0,873,240,2.5833,INLAND,54400,59361.0
4819,-118.3,34.05,51,1005,314.0,1227,306,2.4297,<1H OCEAN,162500,187220.01
20348,-119.05,34.19,39,143,36.0,113,33,2.8942,NEAR OCEAN,275000,261182.05
16427,-121.36,38.15,42,2051,334.0,878,318,4.3553,INLAND,185700,164916.0
15083,-116.96,32.8,19,4574,1152.0,3045,1057,2.065,<1H OCEAN,124100,124053.0
12466,-121.44,38.57,52,3080,545.0,975,495,3.776,INLAND,164500,158477.0
8112,-118.2,33.79,47,2549,626.0,1388,606,3.0135,NEAR OCEAN,192700,195361.0
19389,-120.85,37.75,26,28,4.0,9,5,1.625,INLAND,85000,167523.05
14438,-117.24,32.8,19,1863,497.0,868,503,2.288,NEAR OCEAN,210000,202557.0
19132,-122.7,38.23,47,2090,387.0,1053,377,3.5673,<1H OCEAN,310300,279875.0
18037,-121.91,37.23,27,4866,668.0,1956,659,7.3843,<1H OCEAN,405000,402888.06
11631,-118.03,33.82,17,2178,477.0,1077,457,3.6815,<1H OCEAN,245300,230692.0
12719,-121.38,38.61,34,2888,496.0,1168,479,3.6053,INLAND,148600,142409.0
19553,-121.0,37.62,28,1153,420.0,1043,357,1.0801,INLAND,75000,76490.0
2162,-119.82,36.78,36,1370,289.0,812,282,2.6127,INLAND,69600,70142.0
10696,-117.74,33.61,17,2116,474.0,662,443,3.5625,<1H OCEAN,180800,208094.01
5430,-118.42,34.02,26,2664,842.0,1745,789,3.4269,<1H OCEAN,301900,315912.0
16687,-120.59,35.12,27,3055,677.0,1407,610,2.1702,<1H OCEAN,179700,172774.0
12225,-116.9,33.65,15,652,149.0,248,97,2.1071,INLAND,93800,99660.0
4575,-118.28,34.07,41,1072,331.0,1111,314,1.9233,<1H OCEAN,207100,190736.0
14958,-116.95,32.76,13,5543,857.0,2074,737,4.9528,<1H OCEAN,266200,253106.0
4056,-118.44,34.15,44,1778,251.0,641,251,10.0549,<1H OCEAN,500001,500001.0
7017,-118.09,33.98,39,936,194.0,691,211,3.6875,<1H OCEAN,169500,170032.0
3831,-118.43,34.2,29,3051,694.0,1942,679,3.1118,<1H OCEAN,238100,231078.0
1437,-122.0,37.98,32,1013,169.0,436,173,5.1118,INLAND,226900,218657.0
15484,-117.13,33.15,16,3907,671.0,1759,663,3.1776,<1H OCEAN,172600,168498.0
7867,-118.12,33.88,25,1768,559.0,983,488,2.6184,<1H OCEAN,243800,223567.0
12155,-117.22,33.66,12,1869,356.0,1007,323,3.125,<1H OCEAN,117200,133149.0
10162,-117.96,33.88,25,3578,461.0,1588,466,6.2556,<1H OCEAN,341300,321817.0
1816,-122.31,37.93,39,2505,371.0,872,345,5.3433,NEAR BAY,286500,295795.01
4683,-118.36,34.08,52,2373,601.0,1135,576,3.1765,<1H OCEAN,225000,261477.01
18356,-122.14,37.38,26,2859,343.0,951,336,10.4277,NEAR BAY,500001,500001.0
693,-122.11,37.7,23,1689,461.0,828,443,2.1552,NEAR BAY,161400,177943.0
11660,-118.01,33.81,18,5238,1083.0,3032,1065,4.4583,<1H OCEAN,190100,196902.0
11359,-117.92,33.74,18,1639,491.0,2513,458,2.1838,<1H OCEAN,159700,161188.0
7130,-118.11,34.02,17,9559,1911.0,5279,1844,5.1515,<1H OCEAN,318900,299640.02
16750,-122.46,37.71,44,364,102.0,339,98,2.483,NEAR OCEAN,214300,236870.03
11276,-117.98,33.78,22,4255,971.0,2901,920,3.2636,<1H OCEAN,180200,184905.0
17276,-119.69,34.41,44,1208,357.0,603,297,2.6103,<1H OCEAN,500000,399539.01
16067,-122.48,37.75,52,2074,401.0,1136,409,4.7703,NEAR BAY,331000,327030.01
18361,-122.14,37.36,23,11294,1377.0,3840,1367,12.1387,NEAR BAY,500001,500001.0
9609,-120.5,37.3,29,1572,456.0,1697,429,1.76,INLAND,63200,68899.0
3436,-118.41,34.26,38,870,205.0,1065,222,2.5313,<1H OCEAN,136100,139061.0
12840,-121.43,38.66,35,1814,367.0,1076,372,2.7179,INLAND,81100,87805.0
4101,-118.38,34.14,42,1253,225.0,492,224,7.7112,<1H OCEAN,386700,422816.2
4783,-118.33,34.03,39,2840,826.0,1911,688,1.9018,<1H OCEAN,137500,139315.0
8351,-118.32,33.95,43,3819,708.0,1505,712,3.1719,<1H OCEAN,183500,179040.0
14439,-117.24,32.8,30,1917,462.0,828,437,2.4671,NEAR OCEAN,276300,256183.0
6855,-118.15,34.06,28,3855,922.0,2517,874,3.505,<1H OCEAN,204300,220460.0
3446,-118.41,34.25,18,3447,857.0,3663,817,3.2284,<1H OCEAN,157100,169265.0
14149,-117.08,32.73,19,2935,763.0,1953,720,1.4254,NEAR OCEAN,111300,112680.0
15920,-122.43,37.73,52,1583,347.0,935,341,4.6786,NEAR BAY,263200,264370.0
15475,-117.21,33.13,15,1889,368.0,754,409,2.2278,NEAR OCEAN,132800,146724.0
19683,-121.63,39.14,39,1874,411.0,822,377,2.5038,INLAND,68300,75320.0
13254,-117.66,34.12,16,3853,541.0,1726,497,6.1195,INLAND,251100,240381.0
10071,-120.17,39.32,14,2421,489.0,1000,354,3.5652,INLAND,119800,127153.0
18800,-121.86,40.77,17,2816,639.0,1027,406,2.503,INLAND,65600,78740.0
17488,-119.82,34.44,16,1414,463.0,793,439,3.6034,NEAR OCEAN,150000,202949.01
11613,-118.06,33.8,21,2196,504.0,1215,477,4.8,<1H OCEAN,196900,202281.0
17960,-121.99,37.33,33,2023,425.0,1016,405,3.9417,<1H OCEAN,285800,281496.0
15915,-122.42,37.73,50,3426,769.0,2261,671,2.888,NEAR BAY,246400,255370.0
11747,-121.14,38.84,22,2750,433.0,1161,428,4.2143,INLAND,236500,219146.0
18958,-122.04,38.26,34,3082,702.0,1795,703,2.7885,INLAND,105900,109420.0
1290,-121.79,38.0,34,3090,593.0,1588,566,3.6118,INLAND,124700,131376.0
11752,-121.21,38.76,16,1608,296.0,792,286,3.1583,INLAND,239200,206811.0
10156,-117.92,33.89,12,1859,393.0,622,316,5.0258,<1H OCEAN,161800,192883.0
9086,-118.19,34.65,33,1781,326.0,913,314,3.9963,INLAND,126800,134597.0
2576,-124.13,40.79,29,2474,453.0,1130,427,2.8833,NEAR OCEAN,83000,85391.0
15628,-122.4,37.8,52,2094,568.0,920,503,4.2015,NEAR BAY,412500,412143.2
8084,-118.19,33.81,23,954,390.0,804,373,2.5833,NEAR OCEAN,181300,177446.0
1059,-121.89,39.76,15,10265,1860.0,4591,1906,3.07,INLAND,142600,132979.0
12498,-121.46,38.56,52,1750,372.0,764,369,2.9191,INLAND,111800,113868.0
18968,-122.02,38.27,20,2237,464.0,1169,425,3.2115,INLAND,99100,107268.0
19911,-119.31,36.32,44,2032,308.0,791,336,4.0298,INLAND,109000,110267.0
1969,-120.63,38.73,11,4577,836.0,1944,700,4.0675,INLAND,140200,145284.0
12238,-116.94,33.73,17,5160,851.0,2344,781,3.7175,INLAND,120000,122407.0
2977,-119.06,35.32,15,3944,746.0,2355,757,3.569,INLAND,70700,76900.0
2724,-115.55,32.8,23,666,142.0,580,160,2.1136,INLAND,61000,64349.99
9088,-118.22,34.67,28,2357,408.0,1162,384,4.3636,INLAND,179700,171636.0
15929,-122.42,37.73,35,1791,322.0,988,304,4.5769,NEAR BAY,254500,262624.0
3895,-118.53,34.2,33,3270,818.0,2118,763,3.225,<1H OCEAN,205300,210959.0
16223,-121.32,37.98,37,3247,643.0,1737,665,3.066,INLAND,94100,104229.0
6982,-118.01,33.96,36,1805,288.0,882,308,5.3054,<1H OCEAN,273500,260639.0
4136,-118.18,34.12,52,1081,311.0,904,283,1.9219,<1H OCEAN,165100,169532.01
17110,-122.21,37.46,40,1777,207.0,577,207,15.0001,NEAR OCEAN,500001,500001.0
965,-121.88,37.68,23,2234,270.0,854,286,7.333,INLAND,337200,321607.0
13344,-117.64,34.05,32,1129,251.0,1378,268,3.0057,INLAND,96900,103016.0
5965,-117.81,34.12,23,7063,1176.0,3100,1112,4.8229,INLAND,192600,202399.0
12771,-121.43,38.63,43,1009,225.0,604,218,1.6641,INLAND,67000,69481.0
10250,-117.86,33.88,19,1621,328.0,871,322,3.7361,<1H OCEAN,201400,203394.0
829,-122.08,37.61,26,2261,443.0,1039,395,3.7931,NEAR BAY,203900,208559.0
20566,-121.84,38.65,29,3167,548.0,1554,534,4.3487,INLAND,200700,184734.0
7571,-118.21,33.89,39,1565,364.0,1389,360,2.7443,<1H OCEAN,113900,116954.0
19848,-119.18,36.4,39,1730,310.0,899,309,2.6648,INLAND,129200,106219.0
755,-122.04,37.67,18,3000,419.0,1155,415,6.8233,NEAR BAY,332600,337588.01
4272,-118.32,34.1,43,1615,734.0,1460,644,1.4005,<1H OCEAN,193800,206547.0
1360,-121.98,38.05,31,2810,518.0,1640,503,3.3661,INLAND,98500,103384.0
18534,-122.01,36.97,43,2162,509.0,1208,464,2.5417,NEAR OCEAN,260900,251850.0
20551,-121.78,38.69,31,2547,535.0,1579,509,2.6774,INLAND,95800,95530.0
7990,-118.18,33.86,39,2925,732.0,1702,642,2.375,<1H OCEAN,160800,163190.0
7346,-118.14,33.97,36,1407,385.0,1763,350,2.6364,<1H OCEAN,150000,156667.0
11440,-117.97,33.73,18,3698,574.0,2046,614,6.2984,<1H OCEAN,269800,268166.0
10159,-117.95,33.9,15,3057,479.0,1679,498,6.8429,<1H OCEAN,372600,359990.0
6506,-118.06,34.08,42,1988,402.0,1239,402,3.2569,<1H OCEAN,201500,201271.0
14927,-117.0,32.67,16,2238,307.0,1002,303,6.6143,NEAR OCEAN,264100,277906.01
16807,-122.41,37.66,40,1294,308.0,1177,301,3.6667,NEAR OCEAN,218800,228334.0
11486,-117.99,33.72,17,2801,649.0,1473,535,4.2875,<1H OCEAN,134800,158481.0
14886,-117.08,32.63,28,2080,427.0,1266,434,2.2788,NEAR OCEAN,146300,136518.0
6822,-118.09,34.08,42,1003,236.0,769,231,3.1607,<1H OCEAN,218300,207931.0
1784,-122.36,37.94,41,2591,585.0,1638,462,1.822,NEAR BAY,79700,85569.0
19884,-119.09,36.35,21,3146,595.0,1580,513,2.7857,INLAND,92700,89004.0
7891,-118.07,33.88,17,2407,539.0,1422,524,4.2619,<1H OCEAN,139700,156848.0
6050,-117.74,34.03,27,3623,809.0,3712,754,3.4609,INLAND,123300,133329.0
17535,-121.88,37.36,42,2087,402.0,1342,423,4.2149,<1H OCEAN,199000,207445.0
6292,-117.88,34.0,21,5459,1086.0,3394,1087,3.6308,<1H OCEAN,192100,191383.0
8676,-118.32,33.88,35,1818,339.0,828,319,4.3036,<1H OCEAN,282100,274946.0
4355,-118.39,34.09,41,730,126.0,230,125,4.3214,<1H OCEAN,500001,451291.64
17061,-122.24,37.49,38,4105,950.0,2561,909,3.8684,NEAR OCEAN,265600,283866.01
15912,-122.41,37.74,43,1663,330.0,935,335,4.1552,NEAR BAY,240900,248239.0
10305,-117.78,33.88,16,1800,238.0,871,234,6.6678,<1H OCEAN,301900,295008.0
17719,-121.77,37.33,9,3160,468.0,1675,470,7.5443,<1H OCEAN,348400,356915.02
17792,-121.82,37.36,33,1624,337.0,1412,323,4.0385,<1H OCEAN,167600,166486.0
11041,-117.81,33.82,22,2898,335.0,1057,324,10.8111,<1H OCEAN,500001,496107.9
6385,-118.06,34.16,46,1467,298.0,816,267,3.6705,INLAND,286500,278745.0
20607,-121.57,39.1,28,1442,333.0,832,286,1.8413,INLAND,62300,61849.0
3928,-118.55,34.19,36,978,170.0,475,192,4.675,<1H OCEAN,222500,223948.0
8099,-118.22,33.81,41,726,166.0,602,183,3.7885,NEAR OCEAN,156900,167626.0
17058,-122.24,37.48,40,4459,1027.0,2080,982,3.5322,NEAR OCEAN,361900,332234.01
13397,-117.53,34.06,18,5605,1303.0,4028,1145,2.9386,INLAND,116400,117118.0
9683,-118.99,37.63,10,7744,1573.0,483,224,3.2917,INLAND,231800,217494.0
6600,-118.17,34.18,44,1401,246.0,607,271,2.8472,<1H OCEAN,218800,207699.0
15111,-116.98,32.88,12,7320,1279.0,4048,1249,4.3952,<1H OCEAN,151700,159926.0
1998,-119.77,36.75,39,1287,332.0,1386,306,1.5227,INLAND,46900,48866.0
10451,-117.67,33.46,18,1679,271.0,783,257,5.3999,<1H OCEAN,300000,295335.02
4358,-118.37,34.08,52,2946,695.0,1258,650,3.9783,<1H OCEAN,374100,403305.21
13396,-117.57,34.02,5,6933,1311.0,3845,1285,4.6727,INLAND,158900,162163.0
11948,-117.45,33.94,12,3539,869.0,1987,859,2.1023,INLAND,103700,107847.0
17998,-121.97,37.28,25,4707,695.0,1995,642,6.6437,<1H OCEAN,296100,313861.04
14381,-117.25,32.74,36,1830,430.0,755,419,2.9904,NEAR OCEAN,286800,286844.0
15681,-122.42,37.8,52,2657,772.0,1014,685,4.038,NEAR BAY,500001,490387.85
12854,-121.38,38.68,40,67,17.0,50,32,1.7596,INLAND,93800,101548.01
16005,-122.45,37.74,52,1596,276.0,642,273,4.375,NEAR BAY,349500,327565.0
4658,-118.32,34.05,42,3343,1183.0,3480,1146,1.9923,<1H OCEAN,250000,265262.0
240,-122.21,37.78,46,2239,508.0,1390,569,2.7352,NEAR BAY,137300,138625.0
16370,-121.3,38.04,8,2668,447.0,1713,444,4.0156,INLAND,117600,121975.0
15784,-122.41,37.78,52,1014,422.0,1055,382,1.8519,NEAR BAY,32500,105606.0
13859,-117.27,34.48,8,1794,276.0,690,271,3.662,INLAND,165300,148186.0
9959,-122.28,38.34,44,1066,190.0,416,174,3.6389,NEAR BAY,304000,241888.0
9298,-122.56,38.03,34,1887,290.0,815,283,6.5249,NEAR BAY,324800,351159.05
19046,-121.85,38.43,2,790,135.0,235,87,5.0862,INLAND,166500,179498.0
10155,-117.89,33.89,17,1671,192.0,678,206,13.1107,<1H OCEAN,467600,475331.27
19615,-121.27,37.56,31,1223,330.0,1067,245,2.8558,INLAND,100000,102415.0
11349,-117.91,33.76,22,7531,1569.0,5254,1523,3.8506,<1H OCEAN,167400,175872.0
17030,-122.25,37.51,45,989,174.0,504,180,4.8382,NEAR OCEAN,289400,304297.0
8205,-118.16,33.78,33,2048,585.0,2074,597,2.0156,NEAR OCEAN,152700,150830.0
8965,-118.39,34.0,35,1465,386.0,1104,345,4.056,<1H OCEAN,339100,326529.0
5967,-117.81,34.1,19,1935,399.0,1126,389,3.8929,INLAND,144600,152444.0
19780,-122.68,41.15,32,817,206.0,224,89,3.631,INLAND,90400,93114.0
3442,-118.4,34.25,13,1872,497.0,1927,432,2.2019,<1H OCEAN,134200,142368.0
11079,-117.84,33.81,26,5574,1025.0,2607,988,4.0324,<1H OCEAN,244900,237761.0
354,-122.17,37.76,40,1685,343.0,949,342,1.8426,NEAR BAY,94800,93822.0
10437,-117.62,33.42,27,1005,266.0,460,243,3.1029,NEAR OCEAN,190600,209811.02
12530,-121.5,38.57,41,1124,344.0,807,316,1.4712,INLAND,94600,92763.0
11442,-117.98,33.72,24,2826,547.0,1738,546,6.0494,<1H OCEAN,240400,247940.0
6598,-118.16,34.18,48,568,145.0,559,135,2.4135,<1H OCEAN,135700,141803.0
5305,-118.46,34.07,42,2564,460.0,913,414,9.2225,<1H OCEAN,500001,500001.0
13487,-117.36,34.1,29,2819,637.0,1683,608,2.3205,INLAND,87600,89514.0
12294,-116.93,33.93,13,7804,1594.0,3297,1469,2.0549,INLAND,95600,95083.0
1818,-122.32,37.93,40,3056,489.0,1103,481,5.1067,NEAR BAY,247300,254550.0
13278,-117.65,34.09,46,1214,281.0,701,294,2.7083,INLAND,116300,117840.0
16816,-122.45,37.64,19,6326,1025.0,3444,984,6.2498,NEAR OCEAN,353300,367245.03
14033,-117.14,32.75,35,1391,329.0,726,317,2.6818,NEAR OCEAN,159400,155234.0
2965,-119.07,35.35,24,4119,865.0,1294,879,2.4123,INLAND,86200,84451.0
10356,-117.67,33.6,25,3164,449.0,1517,453,6.7921,<1H OCEAN,266000,278353.01
11232,-117.96,33.82,32,2856,622.0,1499,601,3.63,<1H OCEAN,183400,193157.0
7102,-118.0,33.89,35,1065,176.0,574,171,5.0384,<1H OCEAN,200800,197189.0
18281,-122.08,37.34,23,2597,335.0,922,338,10.5142,<1H OCEAN,500001,500001.0
12808,-121.47,38.63,29,2197,520.0,1374,483,2.1889,INLAND,69300,77103.0
13750,-117.14,34.05,5,2634,359.0,1173,372,6.746,INLAND,204100,236543.0
4293,-118.3,34.09,36,2332,993.0,3155,927,2.2612,<1H OCEAN,230400,243302.0
11094,-117.88,33.84,26,1499,290.0,755,277,3.5893,<1H OCEAN,238500,227192.0
18117,-122.02,37.32,27,4336,754.0,2009,734,6.3923,<1H OCEAN,348300,342155.02
3872,-118.54,34.21,32,2593,566.0,1596,547,3.9886,<1H OCEAN,199200,210501.0
12575,-121.42,38.53,36,1581,288.0,832,291,3.4083,INLAND,71800,84430.0
2881,-118.99,35.38,26,1317,374.0,1025,304,1.4024,INLAND,51000,51068.0
4370,-118.28,34.11,52,2036,348.0,775,332,5.4122,<1H OCEAN,397500,393496.04
9844,-121.9,36.59,42,2689,510.0,1023,459,4.6182,NEAR OCEAN,301000,308097.01
8295,-118.14,33.75,39,1995,634.0,867,567,4.0795,NEAR OCEAN,400000,424063.22
1297,-121.82,37.98,13,3995,605.0,1969,607,5.0164,INLAND,165200,169746.0
18846,-122.49,41.43,19,3689,644.0,1544,566,3.125,INLAND,76100,81640.0
20122,-119.31,34.7,19,961,218.0,479,138,3.3438,INLAND,156300,144632.0
7000,-118.04,33.96,42,1430,338.0,1269,321,3.3214,<1H OCEAN,148800,156468.0
19843,-119.09,36.42,15,1517,361.0,1275,343,1.5875,INLAND,55800,57879.0
16626,-120.89,35.37,29,2046,588.0,846,410,1.65,NEAR OCEAN,227300,218488.02
15216,-117.11,32.95,11,4694,824.0,2223,783,4.9485,<1H OCEAN,231800,230869.0
6391,-118.06,34.15,37,1980,226.0,697,226,15.0001,INLAND,500001,498242.96
14403,-117.25,32.78,36,1527,427.0,710,312,2.7857,NEAR OCEAN,291700,277938.0
9808,-121.95,36.6,32,3152,504.0,793,426,7.1198,NEAR OCEAN,469900,469150.24
8762,-118.36,33.81,34,2211,502.0,1113,488,4.7026,<1H OCEAN,356800,352243.0
3863,-118.45,34.16,22,4982,1358.0,2237,1220,3.7105,<1H OCEAN,272600,305785.0
3418,-118.41,34.28,32,2574,531.0,2609,472,3.7566,<1H OCEAN,146700,156388.0
13359,-117.66,34.02,12,5616,871.0,3019,782,5.5425,INLAND,202300,199332.0
15957,-122.46,37.71,52,1580,337.0,1425,330,4.0547,NEAR OCEAN,246200,241025.0
16246,-121.27,37.98,43,2608,516.0,1322,528,2.5714,INLAND,70000,81282.0
14558,-117.22,32.95,4,18123,3173.0,7301,2964,6.357,NEAR OCEAN,322500,330291.0
18175,-122.01,37.35,16,3716,916.0,1551,759,4.5,<1H OCEAN,323600,295415.03
18853,-122.28,41.38,15,5266,1031.0,2147,885,2.8036,INLAND,110100,111485.0
3920,-118.56,34.2,36,1544,308.0,891,286,4.175,<1H OCEAN,190900,203820.0
544,-122.26,37.77,52,1670,350.0,793,299,2.9732,NEAR BAY,282100,251176.0
14064,-117.12,32.75,15,2671,724.0,1800,646,2.1394,NEAR OCEAN,106700,109965.0
9438,-119.98,37.43,12,2776,592.0,1236,489,2.5551,INLAND,105000,104229.0
19758,-122.23,40.17,21,1401,331.0,651,299,2.225,INLAND,64700,69686.0
10243,-117.86,33.91,16,2889,423.0,1227,401,6.4514,<1H OCEAN,270800,281064.0
4224,-118.29,34.11,30,2774,570.0,1076,580,5.296,<1H OCEAN,500001,414893.59
9154,-118.52,34.46,5,15341,2527.0,7270,2320,6.1281,<1H OCEAN,236200,259618.03
18603,-122.08,37.15,23,506,96.0,264,89,7.1366,NEAR OCEAN,273900,312293.1
11992,-117.51,33.97,35,352,62.0,184,57,3.6691,INLAND,137500,144934.0
7945,-118.14,33.87,44,1661,315.0,985,319,4.3942,<1H OCEAN,219500,213246.0
3868,-118.45,34.16,33,2544,500.0,1035,492,4.475,<1H OCEAN,314800,316668.0
9204,-119.6,37.29,13,1722,325.0,712,269,2.625,INLAND,137500,126294.0
5781,-118.24,34.16,52,850,162.0,493,160,6.9408,<1H OCEAN,298800,345189.15
18756,-122.36,40.68,28,1745,379.0,1011,370,2.0391,INLAND,59800,62940.0
6677,-118.1,34.15,32,978,227.0,543,211,3.0096,INLAND,199000,204905.0
124,-122.24,37.85,52,2612,365.0,901,367,7.2354,NEAR BAY,391100,380045.0
13481,-117.37,34.1,10,3404,855.0,1656,675,1.6977,INLAND,91300,90737.0
13093,-121.37,38.55,21,2713,432.0,1287,440,4.5815,INLAND,125500,136120.0
10405,-117.53,33.69,6,454,102.0,213,43,10.9704,<1H OCEAN,483300,475063.12
8192,-118.12,33.79,41,1762,314.0,738,300,4.1687,<1H OCEAN,240700,240670.0
4518,-118.2,34.04,36,1625,490.0,2003,478,2.181,<1H OCEAN,147200,144387.0
14001,-117.29,34.57,22,1054,239.0,428,239,1.2548,INLAND,68300,70074.99
16308,-121.36,38.01,16,1080,166.0,507,182,4.5278,INLAND,166900,165996.0
3806,-118.45,34.21,30,2331,733.0,2172,707,2.1888,<1H OCEAN,195600,189999.0
11151,-117.97,33.84,35,793,128.0,589,137,5.25,<1H OCEAN,190200,194679.0
11119,-117.85,33.85,17,4678,1065.0,2427,1020,4.2276,<1H OCEAN,254100,242083.0
3245,-119.57,36.1,37,1676,316.0,707,274,2.0595,INLAND,60700,62730.0
13284,-117.68,34.07,24,2626,692.0,2204,647,1.7806,INLAND,135000,124254.0
14315,-117.14,32.7,40,1227,330.0,1199,316,1.2188,NEAR OCEAN,92500,90526.0
18549,-122.02,36.96,52,775,305.0,1054,305,2.0172,NEAR OCEAN,112500,149870.0
1912,-120.16,39.01,16,1463,264.0,54,26,4.975,INLAND,206300,192266.0
739,-122.14,37.67,37,3156,534.0,1495,543,4.8125,NEAR BAY,188300,196098.0
17130,-122.15,37.47,38,1560,301.0,1331,316,3.0521,NEAR BAY,151500,163863.0
10298,-117.85,33.92,11,3331,410.0,1460,416,8.0287,<1H OCEAN,371800,372332.02
11347,-117.9,33.77,35,2002,378.0,1726,387,3.9613,<1H OCEAN,182300,182039.0
5772,-118.27,34.15,25,3018,806.0,2205,742,3.0199,<1H OCEAN,220200,223941.0
12747,-121.37,38.63,37,494,86.0,253,99,4.8194,INLAND,141100,153869.0
20075,-120.28,38.07,13,1996,410.0,618,218,2.9083,INLAND,104600,113723.0
189,-122.24,37.79,47,1372,395.0,1237,303,2.125,NEAR BAY,95500,105265.0
7742,-118.16,33.94,25,3341,789.0,1685,751,3.6936,<1H OCEAN,238300,232758.0
20568,-121.78,38.66,18,4224,632.0,1907,641,4.8226,INLAND,139900,146685.0
19243,-122.79,38.5,18,4839,918.0,2755,841,3.75,<1H OCEAN,248300,230486.0
